sample_id,species,functional_group,photosynthetic_pathway,site,batch,replicate_number_root,replicate_number_position,staining_success,hyphopodia,intrhyphae,arbuscule,coil,vesicle,spore,total,fire_frequency
2946,Sorghastrum nutans,grass,C4,107,2,5,6,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2947,Sorghastrum nutans,grass,C4,107,2,5,7,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2948,Sorghastrum nutans,grass,C4,107,2,5,8,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2949,Sorghastrum nutans,grass,C4,107,2,5,9,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2950,Sorghastrum nutans,grass,C4,107,2,6,10,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2951,Sorghastrum nutans,grass,C4,107,2,6,1,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2952,Sorghastrum nutans,grass,C4,107,2,6,2,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2953,Sorghastrum nutans,grass,C4,107,2,6,3,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2954,Sorghastrum nutans,grass,C4,107,2,6,4,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2955,Sorghastrum nutans,grass,C4,107,2,6,5,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2956,Sorghastrum nutans,grass,C4,107,2,6,6,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2957,Sorghastrum nutans,grass,C4,107,2,6,7,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2958,Sorghastrum nutans,grass,C4,107,2,6,8,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2959,Sorghastrum nutans,grass,C4,107,2,6,9,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2960,Sorghastrum nutans,grass,C4,107,2,6,10,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2961,Sorghastrum nutans,grass,C4,107,2,7,1,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2962,Sorghastrum nutans,grass,C4,107,2,7,2,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2963,Sorghastrum nutans,grass,C4,107,2,7,3,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2964,Sorghastrum nutans,grass,C4,107,2,7,4,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2965,Sorghastrum nutans,grass,C4,107,2,7,5,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2966,Sorghastrum nutans,grass,C4,107,2,7,6,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2967,Sorghastrum nutans,grass,C4,107,2,7,7,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2968,Sorghastrum nutans,grass,C4,107,2,7,8,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2969,Sorghastrum nutans,grass,C4,107,2,7,9,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2970,Sorghastrum nutans,grass,C4,107,2,7,10,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2971,Sorghastrum nutans,grass,C4,107,2,8,1,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2972,Sorghastrum nutans,grass,C4,107,2,8,2,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2973,Sorghastrum nutans,grass,C4,107,2,8,3,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2974,Sorghastrum nutans,grass,C4,107,2,8,4,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2975,Sorghastrum nutans,grass,C4,107,2,8,5,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2976,Sorghastrum nutans,grass,C4,107,2,8,6,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2977,Sorghastrum nutans,grass,C4,107,2,8,7,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2978,Sorghastrum nutans,grass,C4,107,2,8,8,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2979,Sorghastrum nutans,grass,C4,107,2,8,9,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2980,Sorghastrum nutans,grass,C4,107,2,8,10,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2981,Sorghastrum nutans,grass,C4,107,2,9,1,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2982,Sorghastrum nutans,grass,C4,107,2,9,2,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2983,Sorghastrum nutans,grass,C4,107,2,9,3,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2984,Sorghastrum nutans,grass,C4,107,2,9,4,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2985,Sorghastrum nutans,grass,C4,107,2,9,5,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2986,Sorghastrum nutans,grass,C4,107,2,9,6,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2987,Sorghastrum nutans,grass,C4,107,2,9,7,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2988,Sorghastrum nutans,grass,C4,107,2,9,8,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2989,Sorghastrum nutans,grass,C4,107,2,9,9,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2990,Sorghastrum nutans,grass,C4,107,2,9,10,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2991,Sorghastrum nutans,grass,C4,107,2,10,1,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2992,Sorghastrum nutans,grass,C4,107,2,10,2,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2993,Sorghastrum nutans,grass,C4,107,2,10,3,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2994,Sorghastrum nutans,grass,C4,107,2,10,4,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2995,Sorghastrum nutans,grass,C4,107,2,10,5,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2996,Sorghastrum nutans,grass,C4,107,2,10,6,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2997,Sorghastrum nutans,grass,C4,107,2,10,7,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2998,Sorghastrum nutans,grass,C4,107,2,10,8,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
2999,Sorghastrum nutans,grass,C4,107,2,10,9,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
3000,Sorghastrum nutans,grass,C4,107,2,10,10,N (stripped and overstained),NA,NA,NA,NA,NA,NA,0,0.333
101,Andropogon gerardii,grass,C4,108,1,1,1,Y,0,0,1,0,1,0,2,0.333
102,Andropogon gerardii,grass,C4,108,1,1,2,Y,0,0,0,0,0,0,0,0.333
103,Andropogon gerardii,grass,C4,108,1,1,3,Y,0,0,0,0,0,0,0,0.333
104,Andropogon gerardii,grass,C4,108,1,1,4,Y,0,1,1,0,0,0,2,0.333
105,Andropogon gerardii,grass,C4,108,1,1,5,Y,0,0,0,0,0,0,0,0.333
106,Andropogon gerardii,grass,C4,108,1,1,6,Y,0,0,0,0,0,0,0,0.333
107,Andropogon gerardii,grass,C4,108,1,1,7,Y,0,1,0,0,0,0,1,0.333
108,Andropogon gerardii,grass,C4,108,1,1,8,Y,0,0,1,0,0,0,1,0.333
109,Andropogon gerardii,grass,C4,108,1,1,9,Y,0,1,1,0,0,0,2,0.333
110,Andropogon gerardii,grass,C4,108,1,1,10,Y,0,0,1,0,0,0,1,0.333
111,Andropogon gerardii,grass,C4,108,1,2,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0.333
112,Andropogon gerardii,grass,C4,108,1,2,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0.333
113,Andropogon gerardii,grass,C4,108,1,2,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0.333
114,Andropogon gerardii,grass,C4,108,1,2,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0.333
115,Andropogon gerardii,grass,C4,108,1,2,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0.333
116,Andropogon gerardii,grass,C4,108,1,2,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0.333
117,Andropogon gerardii,grass,C4,108,1,2,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0.333
118,Andropogon gerardii,grass,C4,108,1,2,8,Y,0,1,1,0,0,0,2,0.333
119,Andropogon gerardii,grass,C4,108,1,2,9,Y,0,1,1,0,1,0,3,0.333
120,Andropogon gerardii,grass,C4,108,1,2,10,Y,0,1,0,0,0,0,1,0.333
121,Andropogon gerardii,grass,C4,108,1,3,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0.333
122,Andropogon gerardii,grass,C4,108,1,3,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0.333
123,Andropogon gerardii,grass,C4,108,1,3,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0.333
124,Andropogon gerardii,grass,C4,108,1,3,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0.333
125,Andropogon gerardii,grass,C4,108,1,3,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0.333
126,Andropogon gerardii,grass,C4,108,1,3,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0.333
127,Andropogon gerardii,grass,C4,108,1,3,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0.333
128,Andropogon gerardii,grass,C4,108,1,3,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0.333
129,Andropogon gerardii,grass,C4,108,1,3,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0.333
130,Andropogon gerardii,grass,C4,108,1,3,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0.333
131,Andropogon gerardii,grass,C4,108,1,4,1,Y,0,1,1,0,0,0,2,0.333
132,Andropogon gerardii,grass,C4,108,1,4,2,Y,0,0,0,0,0,0,0,0.333
133,Andropogon gerardii,grass,C4,108,1,4,3,Y,0,1,1,0,0,0,2,0.333
134,Andropogon gerardii,grass,C4,108,1,4,4,Y,0,1,1,0,0,0,2,0.333
135,Andropogon gerardii,grass,C4,108,1,4,5,Y,0,1,1,0,0,0,2,0.333
136,Andropogon gerardii,grass,C4,108,1,4,6,Y,0,1,0,0,0,0,1,0.333
137,Andropogon gerardii,grass,C4,108,1,4,7,Y,0,1,0,0,0,0,1,0.333
138,Andropogon gerardii,grass,C4,108,1,4,8,Y,0,0,0,0,0,0,0,0.333
139,Andropogon gerardii,grass,C4,108,1,4,9,Y,0,1,0,0,1,0,2,0.333
140,Andropogon gerardii,grass,C4,108,1,4,10,Y,0,0,1,0,0,0,1,0.333
141,Andropogon gerardii,grass,C4,108,1,5,1,Y,0,0,0,0,0,0,0,0.333
142,Andropogon gerardii,grass,C4,108,1,5,2,Y,0,0,0,0,0,0,0,0.333
143,Andropogon gerardii,grass,C4,108,1,5,3,Y,1,1,0,0,0,0,2,0.333
144,Andropogon gerardii,grass,C4,108,1,5,4,Y,0,1,1,0,0,0,2,0.333
145,Andropogon gerardii,grass,C4,108,1,5,5,Y,0,1,1,0,0,0,2,0.333
146,Andropogon gerardii,grass,C4,108,1,5,6,Y,0,0,0,0,0,0,0,0.333
147,Andropogon gerardii,grass,C4,108,1,5,7,Y,0,0,0,0,0,0,0,0.333
148,Andropogon gerardii,grass,C4,108,1,5,8,Y,0,0,0,0,0,0,0,0.333
149,Andropogon gerardii,grass,C4,108,1,5,9,Y,0,1,0,0,0,0,1,0.333
150,Andropogon gerardii,grass,C4,108,1,5,10,Y,0,1,0,0,0,0,1,0.333
151,Andropogon gerardii,grass,C4,108,1,6,1,N (Overstained),NA,NA,NA,NA,NA,NA,0,0.333
152,Andropogon gerardii,grass,C4,108,1,6,2,N (Overstained),NA,NA,NA,NA,NA,NA,0,0.333
153,Andropogon gerardii,grass,C4,108,1,6,3,N (Overstained),NA,NA,NA,NA,NA,NA,0,0.333
154,Andropogon gerardii,grass,C4,108,1,6,4,N (Overstained),NA,NA,NA,NA,NA,NA,0,0.333
155,Andropogon gerardii,grass,C4,108,1,6,5,N (Overstained),NA,NA,NA,NA,NA,NA,0,0.333
156,Andropogon gerardii,grass,C4,108,1,6,6,N (Overstained),NA,NA,NA,NA,NA,NA,0,0.333
157,Andropogon gerardii,grass,C4,108,1,6,7,N (Overstained),NA,NA,NA,NA,NA,NA,0,0.333
158,Andropogon gerardii,grass,C4,108,1,6,8,N (Overstained),NA,NA,NA,NA,NA,NA,0,0.333
159,Andropogon gerardii,grass,C4,108,1,6,9,N (Overstained),NA,NA,NA,NA,NA,NA,0,0.333
160,Andropogon gerardii,grass,C4,108,1,6,10,N (Overstained),NA,NA,NA,NA,NA,NA,0,0.333
161,Andropogon gerardii,grass,C4,108,1,7,1,Y,0,0,0,0,0,0,0,0.333
162,Andropogon gerardii,grass,C4,108,1,7,2,Y,0,0,0,0,0,0,0,0.333
163,Andropogon gerardii,grass,C4,108,1,7,3,Y,0,0,0,0,0,0,0,0.333
164,Andropogon gerardii,grass,C4,108,1,7,4,Y,0,0,0,0,0,0,0,0.333
165,Andropogon gerardii,grass,C4,108,1,7,5,Y,0,0,0,0,0,0,0,0.333
166,Andropogon gerardii,grass,C4,108,1,7,6,Y,0,0,0,0,0,0,0,0.333
167,Andropogon gerardii,grass,C4,108,1,7,7,Y,0,0,0,0,0,0,0,0.333
168,Andropogon gerardii,grass,C4,108,1,7,8,Y,0,0,0,0,0,0,0,0.333
169,Andropogon gerardii,grass,C4,108,1,7,9,Y,0,0,0,0,0,0,0,0.333
170,Andropogon gerardii,grass,C4,108,1,7,10,Y,0,0,0,0,0,0,0,0.333
171,Andropogon gerardii,grass,C4,108,1,8,1,Y,0,0,0,0,0,0,0,0.333
172,Andropogon gerardii,grass,C4,108,1,8,2,Y,0,0,0,0,0,0,0,0.333
173,Andropogon gerardii,grass,C4,108,1,8,3,Y,0,0,0,0,0,0,0,0.333
174,Andropogon gerardii,grass,C4,108,1,8,4,Y,0,0,0,0,0,0,0,0.333
175,Andropogon gerardii,grass,C4,108,1,8,5,Y,0,0,0,0,0,0,0,0.333
176,Andropogon gerardii,grass,C4,108,1,8,6,Y,0,1,1,0,1,0,3,0.333
177,Andropogon gerardii,grass,C4,108,1,8,7,Y,0,0,0,0,0,0,0,0.333
178,Andropogon gerardii,grass,C4,108,1,8,8,Y,0,0,0,0,0,0,0,0.333
179,Andropogon gerardii,grass,C4,108,1,8,9,Y,0,0,0,0,0,0,0,0.333
180,Andropogon gerardii,grass,C4,108,1,8,10,Y,0,0,0,0,0,0,0,0.333
181,Andropogon gerardii,grass,C4,108,1,9,1,Y,1,1,0,0,1,0,3,0.333
182,Andropogon gerardii,grass,C4,108,1,9,2,Y,1,0,0,0,0,0,1,0.333
183,Andropogon gerardii,grass,C4,108,1,9,3,Y,0,0,0,0,0,0,0,0.333
184,Andropogon gerardii,grass,C4,108,1,9,4,Y,0,1,1,0,0,0,2,0.333
185,Andropogon gerardii,grass,C4,108,1,9,5,Y,0,0,0,0,0,0,0,0.333
186,Andropogon gerardii,grass,C4,108,1,9,6,Y,0,1,1,0,0,0,2,0.333
187,Andropogon gerardii,grass,C4,108,1,9,7,Y,0,1,1,0,0,0,2,0.333
188,Andropogon gerardii,grass,C4,108,1,9,8,Y,0,0,0,0,0,0,0,0.333
189,Andropogon gerardii,grass,C4,108,1,9,9,Y,0,0,0,0,0,0,0,0.333
190,Andropogon gerardii,grass,C4,108,1,9,10,Y,0,0,0,0,0,0,0,0.333
191,Andropogon gerardii,grass,C4,108,1,10,1,N,NA,NA,NA,NA,NA,NA,0,0.333
192,Andropogon gerardii,grass,C4,108,1,10,2,N,NA,NA,NA,NA,NA,NA,0,0.333
193,Andropogon gerardii,grass,C4,108,1,10,3,N,NA,NA,NA,NA,NA,NA,0,0.333
194,Andropogon gerardii,grass,C4,108,1,10,4,N,NA,NA,NA,NA,NA,NA,0,0.333
195,Andropogon gerardii,grass,C4,108,1,10,5,N,NA,NA,NA,NA,NA,NA,0,0.333
196,Andropogon gerardii,grass,C4,108,1,10,6,N,NA,NA,NA,NA,NA,NA,0,0.333
197,Andropogon gerardii,grass,C4,108,1,10,7,N,NA,NA,NA,NA,NA,NA,0,0.333
198,Andropogon gerardii,grass,C4,108,1,10,8,N,NA,NA,NA,NA,NA,NA,0,0.333
199,Andropogon gerardii,grass,C4,108,1,10,9,N,NA,NA,NA,NA,NA,NA,0,0.333
200,Andropogon gerardii,grass,C4,108,1,10,10,N,NA,NA,NA,NA,NA,NA,0,0.333
2001,Poa pratensis,grass,C3,108,3,1,1,Y,0,0,0,0,0,0,0,0.333
2002,Poa pratensis,grass,C3,108,3,1,2,Y,0,0,0,0,0,0,0,0.333
2003,Poa pratensis,grass,C3,108,3,1,3,Y,0,0,0,0,0,0,0,0.333
2004,Poa pratensis,grass,C3,108,3,1,4,Y,0,0,0,0,0,0,0,0.333
2005,Poa pratensis,grass,C3,108,3,1,5,Y,0,0,0,0,0,0,0,0.333
2006,Poa pratensis,grass,C3,108,3,1,6,Y,1,1,0,0,0,1,3,0.333
2007,Poa pratensis,grass,C3,108,3,1,7,Y,0,1,1,0,0,0,2,0.333
2008,Poa pratensis,grass,C3,108,3,1,8,Y,0,1,0,0,0,0,1,0.333
2009,Poa pratensis,grass,C3,108,3,1,9,Y,0,1,0,0,0,0,1,0.333
2010,Poa pratensis,grass,C3,108,3,1,10,Y,0,1,0,0,0,0,1,0.333
2011,Poa pratensis,grass,C3,108,3,2,1,Y,0,0,0,0,0,0,0,0.333
2012,Poa pratensis,grass,C3,108,3,2,2,Y,0,0,0,0,0,0,0,0.333
2013,Poa pratensis,grass,C3,108,3,2,3,Y,0,0,0,0,0,0,0,0.333
2014,Poa pratensis,grass,C3,108,3,2,4,Y,0,0,0,0,0,0,0,0.333
2015,Poa pratensis,grass,C3,108,3,2,5,Y,0,0,0,0,0,0,0,0.333
2016,Poa pratensis,grass,C3,108,3,2,6,Y,1,1,0,0,0,0,2,0.333
2017,Poa pratensis,grass,C3,108,3,2,7,Y,1,1,0,0,0,1,3,0.333
2018,Poa pratensis,grass,C3,108,3,2,8,Y,1,1,0,0,0,0,2,0.333
2019,Poa pratensis,grass,C3,108,3,2,9,Y,0,0,1,0,0,0,1,0.333
2020,Poa pratensis,grass,C3,108,3,2,10,Y,0,0,0,0,0,1,1,0.333
2021,Poa pratensis,grass,C3,108,3,3,1,Y,1,1,0,0,0,0,2,0.333
2022,Poa pratensis,grass,C3,108,3,3,2,Y,1,1,0,0,0,0,2,0.333
2023,Poa pratensis,grass,C3,108,3,3,3,Y,0,0,0,0,0,0,0,0.333
2024,Poa pratensis,grass,C3,108,3,3,4,Y,0,0,0,0,0,0,0,0.333
2025,Poa pratensis,grass,C3,108,3,3,5,Y,0,0,0,0,0,0,0,0.333
2026,Poa pratensis,grass,C3,108,3,3,6,Y,0,0,0,0,0,0,0,0.333
2027,Poa pratensis,grass,C3,108,3,3,7,Y,0,0,0,0,0,1,1,0.333
2028,Poa pratensis,grass,C3,108,3,3,8,Y,0,0,0,0,0,0,0,0.333
2029,Poa pratensis,grass,C3,108,3,3,9,Y,0,0,0,0,0,0,0,0.333
2030,Poa pratensis,grass,C3,108,3,3,10,Y,0,0,0,0,0,0,0,0.333
2031,Poa pratensis,grass,C3,108,3,4,1,Y,1,1,0,0,0,0,2,0.333
2032,Poa pratensis,grass,C3,108,3,4,2,Y,0,0,0,0,0,0,0,0.333
2033,Poa pratensis,grass,C3,108,3,4,3,Y,1,1,0,0,0,0,2,0.333
2034,Poa pratensis,grass,C3,108,3,4,4,Y,1,1,0,0,0,0,2,0.333
2035,Poa pratensis,grass,C3,108,3,4,5,Y,0,0,0,0,0,0,0,0.333
2036,Poa pratensis,grass,C3,108,3,4,6,Y,1,1,0,0,0,0,2,0.333
2037,Poa pratensis,grass,C3,108,3,4,7,Y,1,1,1,0,0,0,3,0.333
2038,Poa pratensis,grass,C3,108,3,4,8,Y,1,1,0,0,0,0,2,0.333
2039,Poa pratensis,grass,C3,108,3,4,9,Y,0,0,0,0,0,0,0,0.333
2040,Poa pratensis,grass,C3,108,3,4,10,Y,0,0,0,0,0,0,0,0.333
2041,Poa pratensis,grass,C3,108,3,5,1,Y,0,0,0,0,0,0,0,0.333
2042,Poa pratensis,grass,C3,108,3,5,2,Y,0,0,0,0,0,0,0,0.333
2043,Poa pratensis,grass,C3,108,3,5,3,Y,0,0,0,0,0,0,0,0.333
2044,Poa pratensis,grass,C3,108,3,5,4,Y,0,0,0,0,0,0,0,0.333
2045,Poa pratensis,grass,C3,108,3,5,5,Y,0,0,0,0,0,0,0,0.333
2046,Poa pratensis,grass,C3,108,3,5,6,Y,0,0,0,0,0,0,0,0.333
2047,Poa pratensis,grass,C3,108,3,5,7,Y,0,0,0,0,0,0,0,0.333
2048,Poa pratensis,grass,C3,108,3,5,8,Y,0,0,0,0,0,0,0,0.333
2049,Poa pratensis,grass,C3,108,3,5,9,Y,0,0,0,0,0,0,0,0.333
2050,Poa pratensis,grass,C3,108,3,6,10,Y,0,0,0,0,0,0,0,0.333
2051,Poa pratensis,grass,C3,108,3,6,1,Y,0,0,0,0,0,0,0,0.333
2052,Poa pratensis,grass,C3,108,3,6,2,Y,0,0,0,0,0,0,0,0.333
2053,Poa pratensis,grass,C3,108,3,6,3,Y,0,0,0,0,0,0,0,0.333
2054,Poa pratensis,grass,C3,108,3,6,4,Y,0,0,0,0,0,0,0,0.333
2055,Poa pratensis,grass,C3,108,3,6,5,Y,0,0,0,0,0,0,0,0.333
2056,Poa pratensis,grass,C3,108,3,6,6,Y,0,0,0,0,0,0,0,0.333
2057,Poa pratensis,grass,C3,108,3,6,7,Y,0,0,0,0,0,0,0,0.333
2058,Poa pratensis,grass,C3,108,3,6,8,Y,0,0,0,0,0,0,0,0.333
2059,Poa pratensis,grass,C3,108,3,6,9,Y,0,0,0,0,0,0,0,0.333
2060,Poa pratensis,grass,C3,108,3,6,10,Y,0,0,0,0,0,0,0,0.333
2061,Poa pratensis,grass,C3,108,3,7,1,Y,0,0,0,0,0,0,0,0.333
2062,Poa pratensis,grass,C3,108,3,7,2,Y,0,0,0,0,0,0,0,0.333
2063,Poa pratensis,grass,C3,108,3,7,3,Y,0,0,0,0,0,0,0,0.333
2064,Poa pratensis,grass,C3,108,3,7,4,Y,0,0,0,0,0,0,0,0.333
2065,Poa pratensis,grass,C3,108,3,7,5,Y,0,0,0,0,0,0,0,0.333
2066,Poa pratensis,grass,C3,108,3,7,6,Y,0,0,0,0,0,0,0,0.333
2067,Poa pratensis,grass,C3,108,3,7,7,Y,0,0,0,0,0,0,0,0.333
2068,Poa pratensis,grass,C3,108,3,7,8,Y,0,0,0,0,0,0,0,0.333
2069,Poa pratensis,grass,C3,108,3,7,9,Y,0,0,0,0,0,0,0,0.333
2070,Poa pratensis,grass,C3,108,3,7,10,Y,0,0,0,0,0,0,0,0.333
2071,Poa pratensis,grass,C3,108,3,8,1,Y,0,0,0,0,0,0,0,0.333
2072,Poa pratensis,grass,C3,108,3,8,2,Y,0,0,0,0,0,0,0,0.333
2073,Poa pratensis,grass,C3,108,3,8,3,Y,0,0,0,0,0,0,0,0.333
2074,Poa pratensis,grass,C3,108,3,8,4,Y,0,0,0,0,0,0,0,0.333
2075,Poa pratensis,grass,C3,108,3,8,5,Y,0,0,0,0,0,0,0,0.333
2076,Poa pratensis,grass,C3,108,3,8,6,Y,0,0,0,0,0,0,0,0.333
2077,Poa pratensis,grass,C3,108,3,8,7,Y,0,0,0,0,0,0,0,0.333
2078,Poa pratensis,grass,C3,108,3,8,8,Y,0,0,0,0,0,0,0,0.333
2079,Poa pratensis,grass,C3,108,3,8,9,Y,0,0,0,0,0,0,0,0.333
2080,Poa pratensis,grass,C3,108,3,8,10,Y,0,0,0,0,0,0,0,0.333
2081,Poa pratensis,grass,C3,108,3,9,1,Y,0,1,1,0,0,0,2,0.333
2082,Poa pratensis,grass,C3,108,3,9,2,Y,0,1,1,0,0,0,2,0.333
2083,Poa pratensis,grass,C3,108,3,9,3,Y,0,1,1,0,0,0,2,0.333
2084,Poa pratensis,grass,C3,108,3,9,4,Y,0,0,0,0,0,0,0,0.333
2085,Poa pratensis,grass,C3,108,3,9,5,Y,0,1,1,0,0,0,2,0.333
2086,Poa pratensis,grass,C3,108,3,9,6,Y,0,0,0,0,0,0,0,0.333
2087,Poa pratensis,grass,C3,108,3,9,7,Y,0,0,0,0,0,0,0,0.333
2088,Poa pratensis,grass,C3,108,3,9,8,Y,0,0,0,0,0,0,0,0.333
2089,Poa pratensis,grass,C3,108,3,9,9,Y,0,0,0,0,0,0,0,0.333
2090,Poa pratensis,grass,C3,108,3,9,10,Y,0,0,0,0,0,0,0,0.333
2091,Poa pratensis,grass,C3,108,3,10,1,Y,0,0,0,0,0,0,0,0.333
2092,Poa pratensis,grass,C3,108,3,10,2,Y,0,0,0,0,0,0,0,0.333
2093,Poa pratensis,grass,C3,108,3,10,3,Y,0,0,0,0,0,0,0,0.333
2094,Poa pratensis,grass,C3,108,3,10,4,Y,0,0,0,0,0,0,0,0.333
2095,Poa pratensis,grass,C3,108,3,10,5,Y,0,0,0,0,0,0,0,0.333
2096,Poa pratensis,grass,C3,108,3,10,6,Y,0,0,0,0,0,0,0,0.333
2097,Poa pratensis,grass,C3,108,3,10,7,Y,0,0,0,0,0,0,0,0.333
2098,Poa pratensis,grass,C3,108,3,10,8,Y,0,0,0,0,0,0,0,0.333
2099,Poa pratensis,grass,C3,108,3,10,9,Y,0,0,0,0,0,0,0,0.333
2100,Poa pratensis,grass,C3,108,3,10,10,Y,0,0,0,0,0,0,0,0.333
2301,Andropogon gerardii,grass,C4,108,2,1,1,Y,0,1,0,0,0,0,1,0.333
2302,Andropogon gerardii,grass,C4,108,2,1,2,Y,0,0,0,0,0,0,0,0.333
2303,Andropogon gerardii,grass,C4,108,2,1,3,Y,0,1,0,0,0,0,1,0.333
2304,Andropogon gerardii,grass,C4,108,2,1,4,Y,0,1,0,0,0,0,1,0.333
2305,Andropogon gerardii,grass,C4,108,2,1,5,Y,0,0,0,0,0,0,0,0.333
2306,Andropogon gerardii,grass,C4,108,2,1,6,Y,0,0,0,0,0,0,0,0.333
2307,Andropogon gerardii,grass,C4,108,2,1,7,Y,0,0,0,0,0,0,0,0.333
2308,Andropogon gerardii,grass,C4,108,2,1,8,Y,0,0,0,0,0,0,0,0.333
2309,Andropogon gerardii,grass,C4,108,2,1,9,Y,0,0,0,0,0,0,0,0.333
2310,Andropogon gerardii,grass,C4,108,2,1,10,Y,0,0,0,0,0,0,0,0.333
2311,Andropogon gerardii,grass,C4,108,2,2,1,N (squished),NA,NA,NA,NA,NA,NA,0,0.333
2312,Andropogon gerardii,grass,C4,108,2,2,2,N (squished),NA,NA,NA,NA,NA,NA,0,0.333
2313,Andropogon gerardii,grass,C4,108,2,2,3,N (squished),NA,NA,NA,NA,NA,NA,0,0.333
2314,Andropogon gerardii,grass,C4,108,2,2,4,N (squished),NA,NA,NA,NA,NA,NA,0,0.333
2315,Andropogon gerardii,grass,C4,108,2,2,5,N (squished),NA,NA,NA,NA,NA,NA,0,0.333
2316,Andropogon gerardii,grass,C4,108,2,2,6,N (squished),NA,NA,NA,NA,NA,NA,0,0.333
2317,Andropogon gerardii,grass,C4,108,2,2,7,N (squished),NA,NA,NA,NA,NA,NA,0,0.333
